zipcode,city,state,state_name,latitude,longitude,population_2010,land_sq_miles,density_per_sq_mile
04563,Cushing,ME,Maine,43.993356,-69.26819,1534,19.235,79.7504549
04626,Cutler,ME,Maine,44.673285,-67.23946,507,46.966,10.79504322
04543,Damariscotta,ME,Maine,44.036533,-69.48841,2218,12.44,178.2958199
04424,Danforth,ME,Maine,45.679453,-67.86208,823,105.177,7.824904684
04627,Deer Isle,ME,Maine,44.221142,-68.66894,1636,21.46,76.23485555
04022,Denmark,ME,Maine,43.969,-70.78804,1148,46.131,24.88565173
04628,Dennysville,ME,Maine,44.894562,-67.2324,703,86.887,8.090968729
04463,Derby,ME,Maine,45.241618,-68.95101,2847,146.619,19.41767438
04929,Detroit,ME,Maine,44.785927,-69.30376,837,19.884,42.09414605
04930,Dexter,ME,Maine,45.023476,-69.29725,4295,53.983,79.56208436
04224,Dixfield,ME,Maine,44.555583,-70.41383,3040,74.259,40.93779879
04932,Dixmont,ME,Maine,44.689677,-69.1248,1181,36.289,32.54429717
04426,Dover Foxcroft,ME,Maine,45.195052,-69.18861,4720,154.47,30.55609503
04342,Dresden,ME,Maine,44.07685,-69.75012,1672,30.452,54.9060817
04222,Durham,ME,Maine,43.972505,-70.12291,3848,38.28,100.522466
04739,Eagle Lake,ME,Maine,47.042226,-68.61588,1112,225.197,4.937898817
04226,East Andover,ME,Maine,44.614134,-70.69882,190,10.782,17.62196253
04024,East Baldwin,ME,Maine,43.823849,-70.68482,608,15.845,38.3717261
04629,East Blue Hill,ME,Maine,44.414095,-68.51313,107,2.269,47.15733803
04544,East Boothbay,ME,Maine,43.832642,-69.58903,724,3.218,224.9844624
04427,East Corinth,ME,Maine,44.979986,-69.00746,2858,40.196,71.10160215
04428,East Eddington,ME,Maine,44.798289,-68.5694,3146,59.519,52.85707085
04429,East Holden,ME,Maine,44.700606,-68.59682,4717,70.546,66.86417373
04228,East Livermore,ME,Maine,44.400997,-70.13383,6,0.068,88.23529412
04630,East Machias,ME,Maine,44.753992,-67.3786,1398,87.461,15.98426727
04430,East Millinocket,ME,Maine,45.631824,-68.58178,1728,9.027,191.4257228
04431,East Orland,ME,Maine,44.56801,-68.68116,81,0.313,258.7859425
04231,East Stoneham,ME,Maine,44.261562,-70.87044,236,34.068,6.927321827
04030,East Waterboro,ME,Maine,43.585861,-70.6793,2208,16.628,132.7880683
04740,Easton,ME,Maine,46.657001,-67.86338,1287,38.713,33.2446465
04631,Eastport,ME,Maine,44.913741,-67.00391,1331,3.651,364.5576554
04556,Edgecomb,ME,Maine,43.973476,-69.63516,1249,18.073,69.10861506
03903,Eliot,ME,Maine,43.135435,-70.79348,6211,19.793,313.7978073
04605,Ellsworth,ME,Maine,44.614885,-68.43626,12974,284.509,45.60136938
04434,Etna,ME,Maine,44.802184,-69.14212,1246,24.808,50.22573363
04936,Eustis,ME,Maine,45.325768,-70.54062,261,441.124,0.591670369
04435,Exeter,ME,Maine,44.961913,-69.12214,1092,38.562,28.3180333
04105,Falmouth,ME,Maine,43.736732,-70.26027,11158,29.296,380.8711087
04344,Farmingdale,ME,Maine,44.26043,-69.80122,2951,11.231,262.7548749
04938,Farmington,ME,Maine,44.66776,-70.12362,9869,122.717,80.42080559
04742,Fort Fairfield,ME,Maine,46.774757,-67.85012,3496,76.65,45.6099152
04743,Fort Kent,ME,Maine,47.209541,-68.57238,4676,135.931,34.39980578
04438,Frankfort,ME,Maine,44.61165,-68.91965,1124,24.609,45.67434678
04634,Franklin,ME,Maine,44.617844,-68.23546,1923,105.762,18.18233392
04941,Freedom,ME,Maine,44.466012,-69.31337,1751,64.184,27.28094229
04032,Freeport,ME,Maine,43.843778,-70.10172,7879,34.705,227.0278058
04635,Frenchboro,ME,Maine,44.124476,-68.34995,61,4.44,13.73873874
04745,Frenchville,ME,Maine,47.285196,-68.38716,1082,23.973,45.13410921
04547,Friendship,ME,Maine,43.983665,-69.33885,1152,14.104,81.67895632
04037,Fryeburg,ME,Maine,44.050856,-70.95648,3834,82.482,46.48286899
04345,Gardiner,ME,Maine,44.211491,-69.80866,11646,72.065,161.6041074
04939,Garland,ME,Maine,45.046491,-69.14747,1105,37.67,29.33368728
04038,Gorham,ME,Maine,43.697118,-70.46301,16381,50.616,323.6328434
04607,Gouldsboro,ME,Maine,44.49569,-68.09467,1182,49.985,23.64709413
04746,Grand Isle,ME,Maine,47.281126,-68.14277,470,36.886,12.74196172
04039,Gray,ME,Maine,43.879576,-70.3533,7422,40.639,182.6324467
04236,Greene,ME,Maine,44.194404,-70.14181,4350,32.276,134.7750651
04441,Greenville,ME,Maine,45.517693,-69.5223,1840,581.388,3.164840004
04442,Greenville Junct,ME,Maine,45.479835,-69.62773,93,74.895,1.241738434
04255,Greenwood,ME,Maine,44.35976,-70.67231,802,37.835,21.19730408
04443,Guilford,ME,Maine,45.245781,-69.37191,2537,137.384,18.46648809
04347,Hallowell,ME,Maine,44.286802,-69.79788,2355,5.873,400.9875702
04444,Hampden,ME,Maine,44.735745,-68.92518,8824,69.046,127.7988587
04640,Hancock,ME,Maine,44.524526,-68.28298,2261,27.699,81.62749558
04237,Hanover,ME,Maine,44.49281,-70.7356,238,7.038,33.81642512
04642,Harborside,ME,Maine,44.322421,-68.80933,123,5.654,21.75451008
04643,Harrington,ME,Maine,44.599134,-67.82533,1018,21.301,47.79118351
04040,Harrison,ME,Maine,44.103892,-70.65327,3111,61.614,50.49177135
04943,Hartland,ME,Maine,44.861365,-69.49934,1792,37.131,48.26156042
04238,Hebron,ME,Maine,44.197418,-70.36975,1416,22.407,63.19453742
04041,Hiram,ME,Maine,43.871738,-70.83391,1613,37.417,43.10874736
04042,Hollis Center,ME,Maine,43.611238,-70.63265,4281,32.014,133.7227463
04847,Hope,ME,Maine,44.232721,-69.19254,1536,21.96,69.94535519
04730,Houlton,ME,Maine,46.12672,-67.87798,9992,234.641,42.5842031
04449,Hudson,ME,Maine,44.999621,-68.88431,1489,37.304,39.91529059
04747,Island Falls,ME,Maine,46.004523,-68.27004,1337,162.875,8.208749041
04645,Isle Au Haut,ME,Maine,44.058801,-68.61685,73,12.521,5.830205255
04848,Islesboro,ME,Maine,44.305981,-68.90883,566,14.289,39.6108895
04646,Islesford,ME,Maine,44.258201,-68.2277,94,1.054,89.18406072
04945,Jackman,ME,Maine,45.587713,-70.27257,1242,923.238,1.345265251
04239,Jay,ME,Maine,44.516475,-70.21933,4851,48.383,100.2624889
04348,Jefferson,ME,Maine,44.212785,-69.4971,2976,75.243,39.551852
04648,Jonesboro,ME,Maine,44.663206,-67.59538,580,34.335,16.89238386
04649,Jonesport,ME,Maine,44.554662,-67.57808,1370,28.517,48.04151909
04450,Kenduskeag,ME,Maine,44.921758,-68.93125,1368,16.828,81.29308296
04043,Kennebunk,ME,Maine,43.38551,-70.54707,10810,35.306,306.1802526
04046,Kennebunkport,ME,Maine,43.399494,-70.4769,7496,44.391,168.8630578
04349,Kents Hill,ME,Maine,44.42977,-70.06456,1158,29.437,39.33824778
04047,Kezar Falls,ME,Maine,43.755002,-70.8983,1892,58.237,32.48793722
04947,Kingfield,ME,Maine,45.018122,-70.2669,1852,126.225,14.67221232
04451,Kingman,ME,Maine,45.548818,-68.20841,259,74.926,3.456743987
03904,Kittery,ME,Maine,43.101538,-70.73611,7703,11.2,687.7678571
03905,Kittery Point,ME,Maine,43.08512,-70.69607,1780,6.572,270.8460134
04453,Lagrange,ME,Maine,45.184949,-68.78881,779,67.62,11.52026028
04455,Lee,ME,Maine,45.333971,-68.29313,923,84.165,10.96655379
04263,Leeds,ME,Maine,44.283844,-70.11254,2326,40.052,58.07450315
04456,Levant,ME,Maine,44.876282,-68.98712,2851,30.06,94.84364604
04240,Lewiston,ME,Maine,44.094773,-70.19141,36592,34.147,1071.602191
04949,Liberty,ME,Maine,44.371109,-69.32744,913,26,35.11538462
04048,Limerick,ME,Maine,43.682791,-70.77178,2946,28.184,104.5273914
04750,Limestone,ME,Maine,46.936616,-67.86471,2603,78.395,33.20364819
04049,Limington,ME,Maine,43.733814,-70.70263,3659,40.874,89.51900964
04457,Lincoln,ME,Maine,45.368934,-68.48354,5948,164.837,36.0841316
04849,Lincolnville,ME,Maine,44.325944,-69.03065,3684,61.122,60.27289683
04250,Lisbon,ME,Maine,44.027509,-70.1097,4228,11.922,354.6384835
04252,Lisbon Falls,ME,Maine,44.009827,-70.05631,4799,10.902,440.1944597
04350,Litchfield,ME,Maine,44.174052,-69.93363,3577,37.116,96.37353163
04650,Little Deer Isle,ME,Maine,44.286462,-68.71098,235,3.845,61.1183355
04253,Livermore,ME,Maine,44.408579,-70.22452,2095,37.62,55.68846358
04254,Livermore Falls,ME,Maine,44.470961,-70.17486,3181,19.613,162.1883445
04050,Long Island,ME,Maine,43.692683,-70.15475,230,1.423,161.6303584
04051,Lovell,ME,Maine,44.172276,-70.87231,1153,43.651,26.41405695
04652,Lubec,ME,Maine,44.818733,-67.04996,1690,61.283,27.57697893
04548,Mac Mahan,ME,Maine,43.810548,-69.74325,1042,18.583,56.07275467
04654,Machias,ME,Maine,44.802637,-67.54727,3424,100.033,34.22870453
04655,Machiasport,ME,Maine,44.632707,-67.39416,1119,21.414,52.25553376
04756,Madawaska,ME,Maine,47.345936,-68.32256,3344,17.819,187.6648521
04950,Madison,ME,Maine,44.819206,-69.82782,4855,51.88,93.58134156
04351,Manchester,ME,Maine,44.306955,-69.87518,2571,21.267,120.8915221
04757,Mapleton,ME,Maine,46.68619,-68.147,2870,129.208,22.21224692
04095,Maplewood,ME,Maine,43.642631,-70.91218,1274,29.039,43.87203416
04758,Mars Hill,ME,Maine,46.512409,-67.86655,1498,35.138,42.63190848
04851,Matinicus,ME,Maine,43.856129,-68.88847,75,2.322,32.2997416
04459,Mattawamkeag,ME,Maine,45.518535,-68.33623,773,80.571,9.594022663
04256,Mechanic Falls,ME,Maine,44.10472,-70.39197,3064,11.258,272.1620181
04657,Meddybemps,ME,Maine,44.971091,-67.38549,363,100.782,3.601833661
04551,Medomak,ME,Maine,43.999618,-69.43738,806,16.465,48.95232311
04460,Medway,ME,Maine,45.638612,-68.52012,1419,106.954,13.26738598
04257,Mexico,ME,Maine,44.556984,-70.53351,2681,23.341,114.8622595
04658,Milbridge,ME,Maine,44.512003,-67.87827,1353,24.245,55.80532068
04461,Milford,ME,Maine,44.956776,-68.62199,3070,44.122,69.57980146
04462,Millinocket,ME,Maine,45.646916,-68.74801,4835,1170.667,4.130124109
04258,Minot,ME,Maine,44.154921,-70.33319,2617,29.622,88.34649922
04852,Monhegan,ME,Maine,43.764862,-69.32016,69,0.85,81.17647059
04259,Monmouth,ME,Maine,44.231811,-69.99897,3264,29.385,111.0770801
04951,Monroe,ME,Maine,44.599607,-69.04542,906,40.29,22.48696947
04464,Monson,ME,Maine,45.303916,-69.51368,684,200.049,3.419162305
04760,Monticello,ME,Maine,46.311845,-67.85518,795,100.305,7.92582623
04952,Morrill,ME,Maine,44.417725,-69.15196,1829,30.196,60.57093655
04660,Mount Desert,ME,Maine,44.34629,-68.34317,1309,28.847,45.3773356
04352,Mount Vernon,ME,Maine,44.46599,-69.96073,1632,37.734,43.25011926
04055,Naples,ME,Maine,43.959974,-70.60312,3793,31.115,121.9026193
04260,New Gloucester,ME,Maine,43.957375,-70.29488,5542,47.123,117.6071133
04554,New Harbor,ME,Maine,43.863028,-69.51314,710,4.279,165.9266184
04954,New Portland,ME,Maine,44.904101,-70.10453,0,0,0
04955,New Sharon,ME,Maine,44.638255,-70.01525,1362,44.562,30.5641578
04762,New Sweden,ME,Maine,46.953804,-68.1204,602,39.768,15.13779924
04956,New Vineyard,ME,Maine,44.79781,-70.12443,760,37.941,20.03110092
04553,Newcastle,ME,Maine,44.048714,-69.54335,1752,29.052,60.30565882
04953,Newport,ME,Maine,44.85549,-69.26397,3228,29.431,109.6802691
04261,Newry,ME,Maine,44.570532,-70.87599,444,209.233,2.122036199
04555,Nobleboro,ME,Maine,44.096194,-69.47857,1643,18.94,86.74762408
04957,Norridgewock,ME,Maine,44.700173,-69.82554,4265,81.445,52.36662779
04471,North Amity,ME,Maine,45.909516,-67.85856,609,96.013,6.342891067
04958,North Anson,ME,Maine,44.926344,-69.93521,1954,54.911,35.58485549
03906,North Berwick,ME,Maine,43.327517,-70.7646,4647,38.25,121.4901961
04853,North Haven,ME,Maine,44.154189,-68.8781,354,11.37,31.13456464
04265,North Monmouth,ME,Maine,44.281993,-70.04027,918,7.063,129.9730992
04961,North New Portla,ME,Maine,45.056328,-70.08652,972,292.51,3.322963317
04029,North Sebago,ME,Maine,43.887356,-70.67755,1725,32.865,52.48744865
04962,North Vassalboro,ME,Maine,44.464439,-69.61699,125,0.082,1524.390244
04061,North Waterboro,ME,Maine,43.643195,-70.73033,3369,19.662,171.3457431
04353,North Whitefield,ME,Maine,44.209878,-69.60427,2300,46.816,49.12850308
04097,North Yarmouth,ME,Maine,43.842797,-70.22985,3574,21.227,168.3704716
04662,Northeast Harbor,ME,Maine,44.291076,-68.28143,488,2.707,180.2733653
04268,Norway,ME,Maine,44.223589,-70.58366,5023,45.633,110.0738501
04763,Oakfield,ME,Maine,46.104734,-68.11398,726,35.056,20.70972159
04963,Oakland,ME,Maine,44.560495,-69.76938,7238,51,141.9215686
03907,Ogunquit,ME,Maine,43.247931,-70.59952,894,4.088,218.6888454
04064,Old Orchard Beac,ME,Maine,43.514864,-70.3856,8212,6.764,1214.074512
04468,Old Town,ME,Maine,44.951551,-68.67889,9521,119.258,79.83531503
04964,Oquossoc,ME,Maine,44.924121,-70.76786,221,92.836,2.380542031
04472,Orland,ME,Maine,44.560479,-68.69084,2144,46.705,45.90514934
04473,Orono,ME,Maine,44.889249,-68.68177,7660,17.934,427.1216683
04474,Orrington,ME,Maine,44.721393,-68.78905,3733,24.991,149.3737746
04066,Orrs Island,ME,Maine,43.763403,-69.97038,539,1.802,299.1120977
04854,Owls Head,ME,Maine,44.065748,-69.07536,1580,8.877,177.988059
04764,Oxbow,ME,Maine,46.416656,-68.47646,66,65.641,1.005469143
04270,Oxford,ME,Maine,44.114612,-70.50506,5880,78.643,74.76825655
04354,Palermo,ME,Maine,44.384901,-69.4136,1535,40.559,37.84610074
04965,Palmyra,ME,Maine,44.845899,-69.36775,1976,40.141,49.22647667
04475,Passadumkeag,ME,Maine,45.191812,-68.58953,418,24.21,17.26559273
04765,Patten,ME,Maine,46.024219,-68.49241,1262,571.617,2.207771987
04108,Peaks Island,ME,Maine,43.665177,-70.19475,862,1.191,723.7615449
04086,Pejepscot,ME,Maine,43.94674,-69.96163,8787,32.201,272.8797242
04558,Pemaquid,ME,Maine,43.893848,-69.52041,308,4.133,74.52213888
04666,Pembroke,ME,Maine,44.975116,-67.1946,1172,62.998,18.6037652
04476,Penobscot,ME,Maine,44.444707,-68.73576,1259,39.88,31.56970913
04766,Perham,ME,Maine,46.869762,-68.2929,386,36.533,10.56578983
04667,Perry,ME,Maine,44.972969,-67.08697,1638,29.838,54.89644078
04290,Peru,ME,Maine,44.494624,-70.43726,1541,46.675,33.01553294
04966,Phillips,ME,Maine,44.840352,-70.37235,1682,199.577,8.42782485
04562,Phippsburg,ME,Maine,43.793136,-69.81778,2216,28.582,77.53131341
04967,Pittsfield,ME,Maine,44.774328,-69.40616,4230,48.543,87.13923738
04969,Plymouth,ME,Maine,44.767975,-69.21191,1362,29.706,45.84932337
04274,Poland Spring,ME,Maine,44.049157,-70.39077,5343,41.97,127.305218
04768,Portage,ME,Maine,46.778192,-68.4992,400,207.457,1.928110404
04068,Porter,ME,Maine,43.833831,-70.93094,1505,31.634,47.57539356
04102,Portland,ME,Maine,43.658632,-70.2911,17335,5.915,2930.6847
04101,Portland,ME,Maine,43.660525,-70.25862,17227,1.982,8691.72553
04103,Portland,ME,Maine,43.685882,-70.2903,30606,10.208,2998.236677
04069,Pownal,ME,Maine,43.912616,-70.17893,1465,22.854,64.1025641
04769,Presque Isle,ME,Maine,46.679321,-68.00216,9692,75.757,127.9353723
04668,Princeton,ME,Maine,45.188555,-67.59063,1680,97.269,17.27168985
04669,Prospect Harbor,ME,Maine,44.408699,-68.01142,204,2.732,74.67057101
04346,Randolph,ME,Maine,44.234914,-69.75722,1772,2.134,830.3655108
04970,Rangeley,ME,Maine,44.966701,-70.6576,1620,230.558,7.026431527
04071,Raymond,ME,Maine,43.917206,-70.47233,4801,37.096,129.4209618
04355,Readfield,ME,Maine,44.376802,-69.96353,2600,29.264,88.84636413
04357,Richmond,ME,Maine,44.117232,-69.82947,3399,30.395,111.8276032
04671,Robbinston,ME,Maine,45.076626,-67.14057,576,28.188,20.43422733
04841,Rockland,ME,Maine,44.108735,-69.11366,7297,12.841,568.2579238
04856,Rockport,ME,Maine,44.180867,-69.09812,3330,21.639,153.8888119
04478,Rockwood,ME,Maine,45.704599,-69.80879,316,396.652,0.796668112
04564,Round Pond,ME,Maine,43.937468,-69.45721,489,8.68,56.33640553
04275,Roxbury,ME,Maine,44.727073,-70.6478,514,94.724,5.426291119
04276,Rumford,ME,Maine,44.53599,-70.56609,5841,68.548,85.21036354
04280,Sabattus,ME,Maine,44.119007,-70.07568,6474,41.659,155.4045944
04072,Saco,ME,Maine,43.527322,-70.45171,18482,38.464,480.5012479
04772,Saint Agatha,ME,Maine,47.241717,-68.33931,762,29.625,25.72151899
04971,Saint Albans,ME,Maine,44.927382,-69.38752,2005,44.791,44.76345694
04773,Saint David,ME,Maine,47.281953,-68.23959,723,39.009,18.53418442
04774,Saint Francis,ME,Maine,47.119796,-69.00258,730,177.281,4.117756556
04857,Saint George,ME,Maine,44.008875,-69.20629,0,0,0
04672,Salsbury Cove,ME,Maine,44.430435,-68.2849,0,0,0
04073,Sanford,ME,Maine,43.426792,-70.75245,16189,37.393,432.9419945
04479,Sangerville,ME,Maine,45.129817,-69.32571,1343,38.441,34.93665617
04673,Sargentville,ME,Maine,44.305681,-68.67842,112,3.013,37.17225357
04074,Scarborough,ME,Maine,43.583224,-70.35268,18760,47.568,394.3827783
04674,Seal Cove,ME,Maine,44.295719,-68.40092,484,8.478,57.08893607
04675,Seal Harbor,ME,Maine,44.298106,-68.24075,253,5.121,49.4044132
04973,Searsmont,ME,Maine,44.369557,-69.1882,1389,37.714,36.82982447
04974,Searsport,ME,Maine,44.500622,-68.92829,2611,28.588,91.33202742
04448,Seboeis,ME,Maine,45.241091,-68.67025,1431,110.412,12.96054777
04676,Sedgwick,ME,Maine,44.333099,-68.65693,1088,24.012,45.31067799
04076,Shapleigh,ME,Maine,43.553076,-70.84515,2683,38.768,69.20656211
04776,Sherman Mills,ME,Maine,45.864106,-68.33986,925,85.528,10.81517164
04777,Sherman Station,ME,Maine,45.880436,-68.45173,422,90.112,4.68306108
04779,Sinclair,ME,Maine,47.165256,-68.27288,398,94.956,4.191414971
04976,Skowhegan,ME,Maine,44.782568,-69.69212,9903,99.579,99.44867894
04978,Smithfield,ME,Maine,44.624821,-69.81117,799,15.112,52.87188989
04780,Smyrna Mills,ME,Maine,46.164163,-68.23232,808,303.819,2.659478176
04781,Soldier Pond,ME,Maine,47.163149,-68.58915,560,48.868,11.45944176
04979,Solon,ME,Maine,44.940536,-69.80759,1064,43.846,24.26675181
04677,Sorrento,ME,Maine,44.482607,-68.18185,274,3.994,68.60290436
03908,South Berwick,ME,Maine,43.234782,-70.77876,7233,32.167,224.8577735
04568,South Bristol,ME,Maine,43.863902,-69.55874,391,4.963,78.78299416
04358,South China,ME,Maine,44.428911,-69.52679,4276,49.775,85.90657961
04079,South Harpswell,ME,Maine,43.797398,-69.95217,3871,21.233,182.3105543
04281,South Paris,ME,Maine,44.235141,-70.50508,5116,40.593,126.0315818
04106,South Portland,ME,Maine,43.631549,-70.27272,25175,12.213,2061.328093
04858,South Thomaston,ME,Maine,44.024605,-69.12781,1533,11.382,134.6863469
04679,Southwest Harbor,ME,Maine,44.278453,-68.32186,1767,13.723,128.7619325
04487,Springfield,ME,Maine,45.386188,-68.08163,964,219.8,4.385805278
04083,Springvale,ME,Maine,43.467037,-70.80275,4525,9.991,452.9076169
04859,Spruce Head,ME,Maine,43.999827,-69.15608,724,6.635,109.118312
04084,Standish,ME,Maine,43.761599,-70.56433,8088,46.92,172.3785166
04085,Steep Falls,ME,Maine,43.770432,-70.63812,1786,12.061,148.0805903
04488,Stetson,ME,Maine,44.891869,-69.1108,1202,34.99,34.35267219
04680,Steuben,ME,Maine,44.510306,-67.94879,1131,43.025,26.28704242
04783,Stockholm,ME,Maine,47.049301,-68.20823,426,56.229,7.576161767
04981,Stockton Springs,ME,Maine,44.499082,-68.85667,2316,37.804,61.26335837
04681,Stonington,ME,Maine,44.168214,-68.66405,1043,9.808,106.3417618
04982,Stratton,ME,Maine,45.137607,-70.44606,630,53.372,11.80394214
04983,Strong,ME,Maine,44.822625,-70.21778,1752,150.27,11.65901378
04664,Sullivan,ME,Maine,44.528094,-68.22333,1238,35.858,34.52507111
04683,Sunset,ME,Maine,44.214927,-68.7769,104,4.43,23.47629797
04684,Surry,ME,Maine,44.490635,-68.50085,1466,36.973,39.65055581
04685,Swans Island,ME,Maine,44.161589,-68.44607,332,14.357,23.12460821
04984,Temple,ME,Maine,44.688292,-70.23773,523,23.589,22.17135105
04860,Tenants Harbor,ME,Maine,43.9464,-69.23524,1591,17.836,89.20161471
04861,Thomaston,ME,Maine,44.082602,-69.17598,2781,10.937,254.2744811
04986,Thorndike,ME,Maine,44.555643,-69.23241,1721,55.385,31.07339532
04490,Topsfield,ME,Maine,45.426462,-67.76009,273,263.993,1.034118329
04987,Troy,ME,Maine,44.678838,-69.26918,1030,34.923,29.49345703
04282,Turner,ME,Maine,44.266842,-70.24563,5734,59.259,96.76167333
04862,Union,ME,Maine,44.240765,-69.27048,3592,64.998,55.26323887
04988,Unity,ME,Maine,44.60509,-69.33022,2134,49.783,42.86603861
04785,Van Buren,ME,Maine,47.14685,-67.94718,2504,101.951,24.56081843
04989,Vassalboro,ME,Maine,44.398851,-69.65181,4215,44.179,95.40732022
04360,Vienna,ME,Maine,44.548458,-69.985,560,24.195,23.14527795
04863,Vinalhaven,ME,Maine,44.061051,-68.83819,1165,23.308,49.98283851
04572,Waldoboro,ME,Maine,44.10637,-69.37177,5075,71.498,70.98100646
04573,Walpole,ME,Maine,43.949672,-69.55133,501,8.143,61.5252364
04864,Warren,ME,Maine,44.135936,-69.24907,4751,46.472,102.233603
04786,Washburn,ME,Maine,46.78551,-68.16871,1970,70.347,28.00403713
04574,Washington,ME,Maine,44.274007,-69.38896,1510,37.902,39.8395863
04087,Waterboro,ME,Maine,43.56066,-70.75497,2116,19.038,111.1461288
04088,Waterford,ME,Maine,44.190761,-70.70757,1516,48.173,31.46991053
04284,Wayne,ME,Maine,44.349542,-70.05698,1138,16.914,67.28154192
04285,Weld,ME,Maine,44.697077,-70.43275,433,64.623,6.700400786
04942,Wellington,ME,Maine,44.985047,-69.56523,1326,144.278,9.190590388
04090,Wells,ME,Maine,43.320211,-70.61178,9589,57.654,166.3197697
04091,West Baldwin,ME,Maine,43.824885,-70.75038,911,19.361,47.05335468
04093,West Buxton,ME,Maine,43.660386,-70.57492,8034,40.526,198.2431032
04493,West Enfield,ME,Maine,45.247401,-68.51819,1967,66.779,29.45536771
04985,West Forks,ME,Maine,45.380034,-69.90892,114,200.462,0.568686335
04027,West Lebanon,ME,Maine,43.403349,-70.91719,6031,55.002,109.6505582
04289,West Paris,ME,Maine,44.325285,-70.52451,1815,24.256,74.82684697
04576,West Southport,ME,Maine,43.823008,-69.66661,604,5.106,118.2922052
04292,West Sumner,ME,Maine,44.38382,-70.43533,948,44.309,21.39520188
04092,Westbrook,ME,Maine,43.682148,-70.35823,17515,17.138,1021.997899
04787,Westfield,ME,Maine,46.574691,-67.96531,544,40.241,13.51855073
04691,Whiting,ME,Maine,44.790082,-67.24789,441,46.986,9.385774486
04294,Wilton,ME,Maine,44.602261,-70.22906,3995,57.644,69.3046978
04062,Windham,ME,Maine,43.810673,-70.41697,17020,46.975,362.3203832
04363,Windsor,ME,Maine,44.300247,-69.5744,2575,34.65,74.31457431
04495,Winn,ME,Maine,45.484389,-68.37662,407,43.698,9.313927411
04901,Winslow,ME,Maine,44.554965,-69.61297,26248,78.809,333.058407
04693,Winter Harbor,ME,Maine,44.384841,-68.09458,516,14.36,35.93314763
04496,Winterport,ME,Maine,44.657697,-68.8957,3757,35.53,105.7416268
04364,Winthrop,ME,Maine,44.31842,-69.95997,6025,30.515,197.4438801
04578,Wiscasset,ME,Maine,43.974367,-69.68366,4450,33.441,133.0701833
04694,Woodland,ME,Maine,45.116525,-67.42484,2376,131.044,18.13131467
04579,Woolwich,ME,Maine,43.949901,-69.78298,3072,35.074,87.58624622
04497,Wytopitlock,ME,Maine,45.733543,-68.05875,389,240.307,1.618762666
04096,Yarmouth,ME,Maine,43.801773,-70.17932,8349,13.352,625.2995806
03909,York,ME,Maine,43.159537,-70.65239,9738,34.379,283.2543122
20606,Abell,MD,Maryland,38.250996,-76.73974,431,2.897,148.7745944
21001,Aberdeen,MD,Maryland,39.508177,-76.18066,21487,29.883,719.0375799
21005,Aberdeen Proving,MD,Maryland,39.473451,-76.14083,2112,7.969,265.0269795
21009,Abingdon,MD,Maryland,39.473899,-76.2983,29766,11.342,2624.404867
21520,Accident,MD,Maryland,39.629925,-79.31377,2074,61.209,33.88390596
20607,Accokeek,MD,Maryland,38.672216,-77.01807,9802,21.004,466.6730147
20783,Adelphi,MD,Maryland,38.98941,-76.97294,44487,5.629,7903.179961
21810,Allen,MD,Maryland,38.292848,-75.68812,487,9.654,50.44541123
20762,Andrews Afb,MD,Maryland,38.820546,-76.88334,2973,5.892,504.5824847
21405,Annapolis,MD,Maryland,39.02801,-76.54183,544,0.991,548.9404642
21403,Annapolis,MD,Maryland,38.946462,-76.48358,30269,9.089,3330.289361
20701,Annapolis Juncti,MD,Maryland,39.127708,-76.7923,2,1.324,1.510574018
20608,Aquasco,MD,Maryland,38.564649,-76.69229,919,17.599,52.21887607
21012,Arnold,MD,Maryland,39.049377,-76.49892,21317,9.761,2183.895093
20861,Ashton,MD,Maryland,39.14827,-76.99859,1875,3.84,488.28125
20906,Aspen Hill,MD,Maryland,39.07737,-77.06433,64696,12.085,5353.413322
20609,Avenue,MD,Maryland,38.268558,-76.75084,1120,9.96,112.4497992
21904,Bainbridge,MD,Maryland,39.61881,-76.0853,7252,23.785,304.898045
21013,Baldwin,MD,Maryland,39.508739,-76.49191,4653,15.111,307.9213818
21224,Baltimore,MD,Maryland,39.284607,-76.55696,49134,9.474,5186.193794
21231,Baltimore,MD,Maryland,39.288607,-76.59116,15748,0.871,18080.36739
21209,Baltimore,MD,Maryland,39.368974,-76.66904,26465,7.088,3733.775395
21210,Baltimore,MD,Maryland,39.352496,-76.63452,14292,3.312,4315.217391
21212,Baltimore,MD,Maryland,39.363456,-76.61142,32322,4.65,6950.967742
21223,Baltimore,MD,Maryland,39.286556,-76.64644,26366,2.632,10017.4772
21230,Baltimore,MD,Maryland,39.273107,-76.62613,33568,6.304,5324.873096
21239,Baltimore,MD,Maryland,39.36225,-76.58812,28793,3.235,8900.463679
21213,Baltimore,MD,Maryland,39.311474,-76.58283,32733,3.412,9593.493552
21214,Baltimore,MD,Maryland,39.351857,-76.56399,20564,2.854,7205.325858
21218,Baltimore,MD,Maryland,39.325956,-76.60602,49796,4.182,11907.22143
21215,Baltimore,MD,Maryland,39.345456,-76.68038,60161,6.813,8830.32438
21217,Baltimore,MD,Maryland,39.306306,-76.63786,37111,2.315,16030.66955
21229,Baltimore,MD,Maryland,39.284856,-76.6878,45213,5.88,7689.285714
21216,Baltimore,MD,Maryland,39.310006,-76.67029,32071,3.334,9619.376125
