"MISSED_PROMO_ID","SYS_ID","VER_ID","VEND_NO","VEND_NAME","INV_NO","INV_DATE","PO_NO","PO_DATE","CAT_CD","PROD_CODE","ITEM_NO","ITEM_DESC","PACKSIZE","PACK_CNT","QTY_ORD","CASE_QTY","LISTPRICE","OI_AMT","BB_AMT","NET_COST","EXT_AMT","WHSE","RECV_NO","RECV_DATE","ITEM_RECV","CASE_RECV","DEAL_NO","DEAL_TYPE","DEAL_FIRST_ORD","DEAL_LAST_ORD","DEAL_FIRST_SHIP","DEAL_LAST_SHIP","DEAL_OI_AMT","DEAL_BB_AMT","NET_COST_SB","EXT_AMT_SB","CLAIM_AMT"
391,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","127667","2003/09/01","CDY","0038000003190","00307462","CRUNCHIES MILK CHOCOLATE BAR","24 X 6 OZ",24,4944,206,0.985,0.11,0,0.875,4326,"121","0055101298","2003/09/06",4944,206,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
391,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","105381","2003/09/01","CDY","0038000003190","00307462","CRUNCHIES MILK CHOCOLATE BAR","24 X 6 OZ",24,3528,147,0.985,0.11,0,0.875,3087,"108","0055101298","2003/09/06",3528,147,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
391,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","174179","2003/09/01","CDY","0038000003190","00307462","CRUNCHIES MILK CHOCOLATE BAR","24 X 6 OZ",24,3048,127,0.985,0.11,0,0.875,2667,"141","0055101298","2003/09/06",3048,127,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
394,"518","82A","000053","CRUNCHIES","00059189","2003/09/30","151211","2003/09/15","CDY","0038000003190","00307462","CRUNCHIES MILK CHOCOLATE BAR","24 X 6 OZ",24,48,2,0.985,0,0,0.985,47.28,"350","0055101302","2003/09/19",48,2,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0.875,42,5.28
394,"518","82A","000053","CRUNCHIES","00059189","2003/09/30","151210","2003/09/15","CDY","0038000003190","00307462","CRUNCHIES MILK CHOCOLATE BAR","24 X 6 OZ",24,144,6,0.985,0.11,0,0.875,126,"271","0055101302","2003/09/19",144,6,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
394,"518","82A","000053","CRUNCHIES","00059189","2003/09/30","127680","2003/09/15","CDY","0038000003190","00307462","CRUNCHIES MILK CHOCOLATE BAR","24 X 6 OZ",24,48,2,0.985,0.11,0,0.875,42,"330","0055101302","2003/09/19",48,2,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
394,"518","82A","000053","CRUNCHIES","00059189","2003/09/30","105395","2003/09/15","CDY","0038000003190","00307462","CRUNCHIES MILK CHOCOLATE BAR","24 X 6 OZ",24,72,3,0.985,0.11,0,0.875,63,"315","0055101302","2003/09/19",72,3,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
394,"518","82A","000053","CRUNCHIES","00059189","2003/09/30","174189","2003/09/15","CDY","0038000003190","00307462","CRUNCHIES MILK CHOCOLATE BAR","24 X 6 OZ",24,144,6,0.985,0.11,0,0.875,126,"292","0055101302","2003/09/19",144,6,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
500,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","127667","2003/09/01","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,11040,230,0.23,0.03,0,0.2,2208,"121","0055101298","2003/09/06",11040,230,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
500,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","105382","2003/09/01","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,576,12,0.23,0,0,0.23,132.48,"240","0055101298","2003/09/06",576,12,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0.2,115.2,17.28
500,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","127669","2003/09/01","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,384,8,0.23,0,0,0.23,88.32,"330","0055101298","2003/09/06",384,8,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0.2,76.8,11.52
500,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","105381","2003/09/01","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,7680,160,0.23,0.03,0,0.2,1536,"108","0055101298","2003/09/06",7680,160,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
500,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","174179","2003/09/01","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,5952,124,0.23,0.03,0,0.2,1190.4,"141","0055101298","2003/09/06",5952,124,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
500,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","151197","2003/09/01","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,9120,190,0.23,0.03,0,0.2,1824,"135","0055101298","2003/09/06",9120,190,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
500,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","151199","2003/09/01","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,960,20,0.23,0,0,0.23,220.8,"350","0055101298","2003/09/06",960,20,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0.2,192,28.8
501,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","127670","2003/09/04","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,11040,230,0.23,0.03,0,0.2,2208,"121","0055101299","2003/09/08",11040,230,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
501,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","105384","2003/09/04","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,7680,160,0.23,0.03,0,0.2,1536,"108","0055101299","2003/09/08",7680,160,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
501,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","174181","2003/09/04","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,5952,124,0.23,0.03,0,0.2,1190.4,"141","0055101299","2003/09/08",5952,124,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
501,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","151200","2003/09/04","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,9120,190,0.23,0.03,0,0.2,1824,"135","0055101299","2003/09/08",9120,190,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
501,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","151201","2003/09/04","CDY","0038000003200","00307488","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","48 X 1.55 OZ",48,1008,21,0.23,0,0,0.23,231.84,"271","0055101299","2003/09/08",1008,21,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0.2,201.6,30.24
609,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","105384","2003/09/04","CDY","0038000003210","00307494","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","24 X 6 OZ",24,3024,126,0.985,0.11,0,0.875,2646,"108","0055101299","2003/09/08",3024,126,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
609,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","151200","2003/09/04","CDY","0038000003210","00307494","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","24 X 6 OZ",24,3456,144,0.985,0.11,0,0.875,3024,"135","0055101299","2003/09/08",3456,144,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
609,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","127670","2003/09/04","CDY","0038000003210","00307494","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","24 X 6 OZ",24,3816,159,0.985,0.11,0,0.875,3339,"121","0055101299","2003/09/08",3816,159,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
609,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","105385","2003/09/04","CDY","0038000003210","00307494","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","24 X 6 OZ",24,144,6,0.985,0,0,0.985,141.84,"240","0055101299","2003/09/08",144,6,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0.875,126,15.84
609,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","174181","2003/09/04","CDY","0038000003210","00307494","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","24 X 6 OZ",24,2544,106,0.985,0.11,0,0.875,2226,"141","0055101299","2003/09/08",2544,106,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0,0,0
609,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","127671","2003/09/04","CDY","0038000003210","00307494","CRUNCHIES MILK CHOCOLATE BAR W/ ALMOND","24 X 6 OZ",24,336,14,0.985,0,0,0.985,330.96,"252","0055101299","2003/09/08",336,14,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.11,0,0.875,294,36.96
718,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","105381","2003/09/01","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,7104,148,0.23,0.03,0,0.2,1420.8,"108","0055101298","2003/09/06",7104,148,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
718,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","151199","2003/09/01","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,8496,177,0.23,0.03,0,0.2,1699.2,"350","0055101298","2003/09/06",8496,177,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
718,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","174180","2003/09/01","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,4800,100,0.23,0.03,0,0.2,960,"370","0055101298","2003/09/06",4800,100,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
718,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","127669","2003/09/01","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,9648,201,0.23,0.03,0,0.2,1929.6,"330","0055101298","2003/09/06",9648,201,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
718,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","174179","2003/09/01","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,6192,129,0.23,0.03,0,0.2,1238.4,"141","0055101298","2003/09/06",6192,129,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
718,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","105383","2003/09/01","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,6576,137,0.23,0.03,0,0.2,1315.2,"315","0055101298","2003/09/06",6576,137,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
718,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","127667","2003/09/01","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,9216,192,0.23,0.03,0,0.2,1843.2,"121","0055101298","2003/09/06",9216,192,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
718,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","105382","2003/09/01","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,768,16,0.23,0,0,0.23,176.64,"240","0055101298","2003/09/06",768,16,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0.2,153.6,23.04
718,"518","82A","000053","CRUNCHIES","00059181","2003/09/15","151197","2003/09/01","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,8256,172,0.23,0.03,0,0.2,1651.2,"135","0055101298","2003/09/06",8256,172,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","105384","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,7104,148,0.23,0.03,0,0.2,1420.8,"108","0055101299","2003/09/08",7104,148,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","174181","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,6192,129,0.23,0.03,0,0.2,1238.4,"141","0055101299","2003/09/08",6192,129,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","127670","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,9216,192,0.23,0.03,0,0.2,1843.2,"121","0055101299","2003/09/08",9216,192,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","151201","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,720,15,0.23,0,0,0.23,165.6,"271","0055101299","2003/09/08",720,15,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0.2,144,21.6
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","151202","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,8496,177,0.23,0.03,0,0.2,1699.2,"350","0055101299","2003/09/08",8496,177,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","174183","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,1440,30,0.23,0.03,0,0.2,288,"370","0055101299","2003/09/08",1440,30,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","105386","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,3216,67,0.23,0.03,0,0.2,643.2,"315","0055101299","2003/09/08",3216,67,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","127671","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,1296,27,0.23,0,0,0.23,298.08,"252","0055101299","2003/09/08",1296,27,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0.2,259.2,38.88
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","127672","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,8112,169,0.23,0.03,0,0.2,1622.4,"330","0055101299","2003/09/08",8112,169,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
719,"518","82A","000053","CRUNCHIES","00059183","2003/09/13","151200","2003/09/04","CDY","0038000003220","00307518","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","48 X 1.55 OZ",48,8256,172,0.23,0.03,0,0.2,1651.2,"135","0055101299","2003/09/08",8256,172,"1028502","OI","2003/08/30","2003/09/06","2003/09/12","2003/09/19",0.03,0,0,0,0
775,"518","82A","000053","CRUNCHIES","00059079","2003/03/20","127516","2003/03/06","CDY","0038000003230","00307548","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","24 X 6 OZ",24,4344,181,0.985,0.23,0,0.755,3279.72,"121","0055101247","2003/03/11",4344,181,"1028508","OI","2003/03/05","2003/03/26","2003/03/12","2003/04/02",0.25,0,0.735,3192.84,86.88
775,"518","82A","000053","CRUNCHIES","00059079","2003/03/20","151053","2003/03/06","CDY","0038000003230","00307548","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","24 X 6 OZ",24,3888,162,0.985,0.23,0,0.755,2935.44,"135","0055101247","2003/03/11",3888,162,"1028508","OI","2003/03/05","2003/03/26","2003/03/12","2003/04/02",0.25,0,0.735,2857.68,77.76
775,"518","82A","000053","CRUNCHIES","00059079","2003/03/20","174050","2003/03/06","CDY","0038000003230","00307548","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","24 X 6 OZ",24,2184,91,0.985,0.23,0,0.755,1648.92,"370","0055101247","2003/03/11",2184,91,"1028508","OI","2003/03/05","2003/03/26","2003/03/12","2003/04/02",0.25,0,0.735,1605.24,43.68
775,"518","82A","000053","CRUNCHIES","00059079","2003/03/20","174049","2003/03/06","CDY","0038000003230","00307548","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","24 X 6 OZ",24,168,7,0.985,0,0,0.985,165.48,"292","0055101247","2003/03/11",168,7,"1028508","OI","2003/03/05","2003/03/26","2003/03/12","2003/04/02",0.25,0,0.735,123.48,42
775,"518","82A","000053","CRUNCHIES","00059079","2003/03/20","105239","2003/03/06","CDY","0038000003230","00307548","CRUNCHIES MILK CHOCOLATE BAR W/ COCONUT","24 X 6 OZ",24,3264,136,0.985,0.23,0,0.755,2464.32,"108","0055101247","2003/03/11",3264,136,"1028508","OI","2003/03/05","2003/03/26","2003/03/12","2003/04/02",0.25,0,0.735,2399.04,65.28
